about,cgpa_cutoff,com_id,contract,criteria,ctc,dep_str,jnf_id,profile,selection,type
"This is an aggregate position for all roles including (but not limited to) working on the core data path, platform deployment, data protection and replication, Linux kernel development, application programming, user interfaces. Nutanix engineers are creating a revolutionary technology, building the software defined data centre. Were using our love of programming and outstanding backgrounds to change the way companies virtualize their data centre.

Primary skills:
Python, C++, exposure to RESTful APIs, distributed systems



Good to know:
Knowledge of Javascript, HTML, CSS, jQuery/AngularJS/ReactJS/BackboneJS/ExtJS
Has exposure to any of Django/Rails/NodeJS/SQL Database.",0.0,41,No,"CTC:
BTech: 28,00,000
MTech; 29,00,000","2800000 INR  [BTech:
Base - 2000000
RSU - 400000
Others - 400000
MTech:
Base - 2100000
RSU - 400000
Others - 400000]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Member of Technical Staff,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
Data Scientist,0.0,188,No,,"1500000 INR  [Fixed 15 LPA
Additional Yearly Performance Bonus
Stock Options
All in house meals
10L Accidental Insurance Policy
5L Medical Insurance Policy
Travel and temp accommodation at the time of relocation]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,5,Data Scientist,Online/Offline test (Max 30 mins),PLACEMENT
"You will work on multiple domains like multichannel supply chain to complex retail systems in the point
of sale, finance, logistics and transportation domains
You'll create game-changing solutions / applications using cutting-edge technology and streamline
process through innovation. We're constantly reinventing how we save peoples money in our retail
stores, online and through their mobile devices, and we do it in an unexpected ways. Whether you're
analyzing data, simplifying the supply chain or creating solutions to make this planet more sustainable,
what you'll be really doing is redefining the customer experience and making lives better.
You get to work on a wide spectrum of technologies and heterogeneous platforms such as Java, Hadoop,
Cassandra, ERP, Middleware tools, low latency messaging systems, machine learning and open source
frameworks",0.0,243,No,,"2177600 INR  [BTech: 2177600 [Annual Gross Salary-12,00,000;Retirals (PF) 57,600;Annual Incentive % (% of Annual Gross
Salary) 20%;Annual Incentive Amount 2,40,000 ;Equity /RSU % (as a % of Annual Gross
Salary) 15%;Equity /RSU Amount 1,80,000 ;Joining Bonus 5,00,000] Dual/MTech: 23,17,400 [Annual Gross Salary-13,00,000;Retirals (PF) 62,400;Annual Incentive % (% of Annual Gross Salary) 20%;Annual Incentive Amount 2,60,000 ;Equity /RSU % (as a % of Annual Gross
Salary) 15%;Equity /RSU Amount 1,95,000 ;Joining Bonus 5,00,000]]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Software Engineering ll,Online/Offline test (Max 30 mins),PLACEMENT
"OnePlus creates some of the worlds most cutting-edge software products, and we want you to be a part of our team.

Roles & responsibilities:
- Develop and implement new software programs in the Domains like: Android platform, Kernel, Network and Applications
- Maintain and improve the performance of existing software modules
- Clearly and regularly communicate with management and technical support colleagues
- Test and maintain software products to ensure strong functionality and optimization
- Recommend improvements to existing software programs as necessary

This is a fantastic opportunity to engage in a positive and creative work environment that offers excellent benefits and flexible schedules.

Please refer to the attached document for the job profiles.",0.0,125,NO,,2500000 INR  [2500000 - fixed],AE_AG_BT_CH_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Software Engineer I,Online/Offline test (Max 30 mins),PLACEMENT
"As a Software Development Engineer, you will be responsible for the development life cycle of product features. You will work with a team of engineers in the design and development of large-scale, multi-tiered, embedded or distributed software applications, tools, systems, and services. You will contribute to performance improvement, build software components, and triage, debug, and fix bugs in day-to-day operations. 
 
Role Responsibilities -
 Participate in the full development life cycle, working within broadly defined parameters, including design, development, testing, and maintenance of the existing application with minimal supervision.  Work on performance improvement activities. Instrument and test performance metrics.  Unit testing and deployment.  Working with the product and QA, lias with all stakeholders to ensure smooth delivery.",0.0,274,NA,,"1800000 INR  [1800000 CTC (7.2 LPA(Basic) + 3.6 LPA(HRA) + 3.4 LPA(Others) + 2 LPA(Joining Bonus) + 21,600 (Provident Fund) + 1,58,400 (Performance Incentive))]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,3,Software Development Engineer (SDE I),"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"2020 FTE - Software Engineer
Location: Hyderabad, India
This is your time to shine and be part of Salesforce, a world leader in enterprise cloud computing. We
deliver innovative products to our customers 3 times a year through our leading CRM platform using agile
practices. As software engineering graduate you will get to contribute right away as a member of one of
our Scrum teams to one or more software engineering aspects into the future releases.
You will get to be part of one or more aspects of the engineering lifecycle of tools and/ or features that
enable our solutions to reach millions of end users and enterprises who use our mission critical
applications and services everyday to run their business. We also look to you to help deliver high quality
software through automated testing, and own your service in production with real-time monitoring tools
and frameworks.
Responsibilities include but not limited to:
● Develop well-tuned products using latest coding constructs that may be included as part of our
next software release
● Contribute to our suite of automated tests and testing infrastructure
● Implement code fixes under the direction of software architects and senior developers
● Contribute to tools and solutions to support and monitor our various cloud services
Eligibility criteria:
● B.E/ B.Tech graduating in 2020 in Computer Science, Electrical, Electronics, or equivalent
disciplines with specialization in computer science.
● 7 CGPA and above with no backlogs.
Required Skills:
● Academic or professional/internship experience in the field of software engineering
● Strong knowledge on Software Engineering fundamentals such as Data Structures and
Algorithms, Object Oriented Programming and design
● Strong analytical and problem-solving skills
● Be a self-starter and possess strong sense of self-motivation
Desired Skills:
● Expertise in one or more programming languages such as Java/C++/Python
● Understanding of object-oriented programming & design.
● Working knowledge of web technologies
● Coursework in SQL and relational database concepts
● Strong competency in Java language, JavaScript and related frameworks
● Strong skills in Data Structures, OOPs Concept and Algorithms
About Futureforce
FutureForce is for college students or new grads wanting to experience life at Salesforce, one of
the Worlds Most Innovative Companies 5 -years- running and one of Fortunes 100 Best
Companies to Work For 8- years-running. FutureForce interns work on live projects, giving
them the opportunity to make a tangible impact that they can show to friends, family, and future
employers if we dont hire them first (and, we hire 80% of our eligible interns)!
They have the chance to collaborate and connect with the Salesforce interns from all over the
world. And, like all Salesforce employees, interns also have many possibilities to volunteer,
making a lasting impact in the community.
FutureForce offers a collaborative work environment, which fosters innovation, provides
flexibility and most importantly is fun!",7.0,70,No,"7 and above CGPA, Shortlisting baaed on 90 mins Technical test","2550000 INR  [ON TARGET EARNINGS
COMPENSATION
BASE	15L INR
RSU	$19000 USD
SIGN ON	2L INR
PERFORMANCE BONUS	10% OF BASE (1.5L INR)
OTHER BENEFITS
BENEFITS
REALLOCATION	1 MONTH STAY+ONWARD FLIGHT REIMBURSEMENT
WELLNESS	60K INR PA
DENTAL/VISION	15K INR PA
MEDICAL INSURANCE	7L INR (EMPLOYEE + 5 DEPENDENTS)
TERM LIFE INSURANCE	3XBASE
GROUP PERSONAL ACCIDENT COVER	3XBASE
EDUCATION	~$5000 PA USD
REFERRAL BONUS	$2000 USD
 COMPENSATION
BASE	15L INR
RSU	$19000 USD
SIGN ON	2L INR
PERFORMANCE BONUS	10% of Base (1.5L INR)
OTHER BENEFITS
BENEFITS
REALLOCATION	1 Month Stay+Onward Flight Reimbursement
WELLNESS	60K INR PA
DENTAL/VISION	15K INR PA
MEDICAL INSURANCE	7L INR (EMPLOYEE + 5 DEPENDENTS)
TERM LIFE INSURANCE	3XBASE
GROUP PERSONAL ACCIDENT COVER	3XBASE
EDUCATION	~$5000 PA USD
REFERRAL BONUS	$2000 USD]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,2,Associate Member of Technical Staff,Online/Offline test (Max 30 mins),PLACEMENT
"IT, Operations, New Capabilities, Analytics roles
- Understand the business problem and work with Sr. Data Scientist to translate that to a statistical problem; participate in the solutioning process
- Create appropriate datasets and develop statistical data models
- Translate complex statistical analysis over large datasets into insights and actions
- Analyse results and present to stakeholders
- Communicate the insights using business-friendly presentations
- Document every aspect of the project in standard ways
- Exposure to optimization and simulation techniques preferred
- Proven skills in translating statistics into insights
- Experience in Pricing / Promotions strongly preferred
- Experience in CPG company strongly preferred
- Fluent in communication skills
- Should be good with IT skills primarily Microsoft Office (mandatory), Statistical languages (R, Python) (mandatory), Advanced Excel, SQL (atleast one database)",0.0,42,NO,,"16,94,662 INR  [CTC without JB 16,94,662 ( Fixed Pay 14,14,960 | Variable Pay 1,84,560 | Retirals 95,142 | Joining Bonus 2,50,000)]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,2,Principal Analyst,"GD,Online/Offline test (Max 30 mins)",PLACEMENT
"About The Role
It starts with you. You will work as part of the EGS technology team. You will interact closely with multiple business and technology partners across Wells Fargo locations. We value and promote diversity and inclusion in every aspect of our business and at every level of our organization.


Responsibilities
We are looking for an engineer with significant experience in building software solutions for business problems.Responsibilities for this position will include, but not be limited to, the following:
	Design, develop and test software engineering solutions to perform at scale
	Serve as a technical resource in finding software solutions for complex business problems
	Work with stakeholders to research new technologies, frameworks, tools, proofs of concepts. Develop reusable solutions that can be shared with multiple groups
	Provide technical support, advice, and consultation with the issues relating to supported applications
	Assures quality, security and compliance for supported systems and applications
	Expected to contribute towards integrating complex platforms including several components with business domain and process context
	Invest effort in learning domain knowledge and becoming an SME for the application and business function supported by the team	
	Develops new documentation, participates in the development of department technical procedures and designs user guides

Required Qualifications  
	Bachelor's degree in Engineering
	Good spoken and written English skills to effectively communicate technical concepts
	Strong logical, analytical skills and a systematic problem solving approach
	Strong programming skills in modern languages such as Java, C#, SQL and Python
	Good understanding of Software Development Life Cycle (SDLC)
	Continually develop depth and breadth in key competencies
	Advanced level expertise in data structures and algorithms, object oriented programming and design patterns
	Intermediate level expertise in at least one of: Relational data stores, Operating systems, Computer architecture, Networking and Performance Engineering
	Expertise it at least one of: Distributed systems such as cloud services, Building services at scale using SOA, Secure devops, Data science, AI and ML frameworks, Intelligent automation, UI/UX design and information security

Desired Qualifications 
	Ability to prioritize work, meet deadlines, achieve goals and work under pressure in a dynamic and demanding environment 
	Detail oriented, results driven, accountable and ability to work with multiple priorities
	Ability to research and report on a variety of issues using problem solving skills
	Ability to interact with integrity and a high level of professionalism with all levels of team members and management
	Ability to make timely and independent judgment decisions while working in a fast-paced and results-driven environment
	Demonstrate a curiosity toward learning and treat negative events as opportunities for learning
	Working experience in Agile/TDD processes",0.0,68,NO,,"3000000 INR  [Fixed Pay

2,000,000

Variable Pay

200,000

Total Cash (TC)

2,200,000

Joining Bonus

300,000

Total Cash Comp (TCC)

2,500,000

Retention Bonus at end of Year 1 (25%)

125,000

Retention Bonus at end of Year 2 (25%)

125,000

Retention Bonus at end of Year 3 (50%)

250,000

Total Retention Bonus

500,000

Total Quoted offer at Campus

3,000,000]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Software Engineer,Online/Offline test (Max 30 mins),PLACEMENT
"PURPOSE AND OBJECTIVES
SAP IBSO is a global organization that helps customers seize new market opportunities and dynamically respond to new business challenges by developing unique, individualized, customer-specific solutions on the SAP platform. Whether our customers need to extend and enhance an existing SAP solution or build an entirely new and innovative application, SAP IBSO is able to deliver high-quality custom solutions tailored to our customers business needs.
SAP thrives towards accelerating our customers digital transformation via our digital innovation platform called SAP Leonardo. SAP Leonardo encompasses all domains of todays data driven technologies in Machine Learning, Big Data, Analytics, Data Intelligence, Blockchain, IoT. While focusing on needs and demands from our customers, we help realize SAPs strategic goal of leading in next-generation technologies by providing intelligent and scalable solutions. Youll be working in a unique position, collaborating closely with both customers and SAP standard teams. In close interaction with customers, youll apply the full range of state-of-the-art tools

EXPECTATIONS AND TASKS
Work directly with industry experts and technology experts to translate our customers business needs into software solutions 
	As a software developer in SAP IBSO, you'll have the opportunity to work on the entire lifecycle of customer projects 
	Starting with the discovery phase, you'll identify value potential for customers using engineering methods 
	You'll work in sprints, based on an initial backlog and release plan, and deliver custom developed software 
	Youll will support an excellent user experience 
	Youll will work closely with internal colleagues, and customer teams to drive endto-end processes
	During the project lifecycle, you'll have the opportunity to work partially on site with customers 
	Driving adoption of newer cutting-edge technology within the organization through knowledge sessions, adoption of the same in the solution, etc 
	Work closely with other IBSO team members, SAP development teams, external partners and customer teams to ensure successful project delivery 
	Enhance existing skills continually and seek newer areas for personal development

SKILLS AND COMPETENCIES
	Strong analytical and problem solving skills
	Excellent verbal, written and presentation communication skills 
	Experience in C / C++ / Java / Python 
	Experience on cloud platforms and applications will be an added advantage ",0.0,389,NO,Minimum of 60% in 10 & 12,"3740800 INR  [B.Tech(Bachelor) - INR 37,40,800 [Compensation Details: Total Target Cash :1,700,000 ; Joining Bonus*:600,000 ; RSUs**: 680,000 ; Total Benefits*** : 760,800; Total Compensation : 37,40,800]

M.Tech (Masters/Dual Degree) - INR 33,10,800 [Compensation Details: Total Target Cash :1,500,000 ; Joining Bonus*:600,000 ; RSUs**: 450,000 ; Total Benefits*** : 760,800; Total Compensation : 33,10,800]

*Joining Bonus is paid in 6 equal instalment for 3 years

** the RSUs will vest one-third on each anniversary of the grant date for three years.

***Benefits are subject to company policy  refer below the components of the benefits.]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Associate Developer_IBSO,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"Campus joiner would go through a dynamic program offering them variety of projects with exposure to business value chain. This will give them an opportunity to experiment within our 6 career tracks namely AI Engineering, Information Architecture, Data Engineering, Data Sciences, Decision Sciences & Design.Join us if you want to be a future leader and if you want a career & not a job.",6.0,449,NO,,1800000 INR  [Total 3 years CTC:INR 56LacsYear 1:15 lacs + 3 Lac Joining Bonus (with 2 yearsclawback)Year 2:16.5 Lacs Year 3:18.5 Lacs + 3 Lacs Retention Bonus (with 2 yearsclawback)],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Analyst,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"Associate Product Managers (APM) at Razorpay are responsible for identifying problems, prioritizing
problems and solving them through product - right from conceptualization to launch. Come on board
and shape Indias digital payments future. Build state-of-the-art products to meet customer needs.
Should be equally comfortable carving out a quarterly roadmap and running weekly sprints.
Associate Product Managers at Razorpay are learning the tricks and trades of full-stack Product
Management and get exposure to customers and strategic discussions internally.
Job Description
● Conceptualize new solutions: Product Conceptualization with a problem first, data-driven
and test & iterate approach. Ensures conceptualization from a platform and a long-term
view. Ensures value-based prioritization of product initiatives.
● Build products: Produce high-quality product specifications (User Stories) and effectively
prioritize and manage the scope of each product launch to deliver key capabilities on time.
Manages a cross-functional process for prioritizing and building products.
● Launch products: Draft and execute a go-to-market plan in conjunction with Product
Marketing. Be the internal and external authority and advocate for your given area of focus.",0.0,224,NO,,2600000 INR  [1718406 + 81594 + 800000],AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,3,Associate Product Manager,"Resume,GD",PLACEMENT
"Oracle Server Technologies is the flagship R&D division within Oracle that delivers industry leading software products and platforms like Cloud Infrastructure, Database, Middleware and Enterprise Manager. In India, Server Technologies group engages in development of Cloud Services, Infrastructure products and other Product Life Cycle engineering work in all product areas mentioned above and more. 
Please see the attached job description for more details.",7.0,149,No,,"2200000 INR  [	B.TECH - CTC 22 lacs, (14 Lacs Gross + 3 Lacs - Sign-on Bonus paid in first months salary + 5 Lacs each year for 3 years each - Retention bonus payable in the 1st,2nd and 3rd year (15 Lacs in 3 years)
	Relocation assistance up to INR 184,000 (Exclusive of the CTC; covers air fare and accommodation up to 30 days for employee)

	M.TECH/Dual Degree - CTC 22.5 lacs, (14.5 Lacs Gross + 3 Lacs - Sign-on Bonus paid in first months salary + 5 Lacs each year for 3 years each- Retention bonus payable in the 1st,2nd and 3rd year (15 Lacs in 3 years)
	Relocation assistance up to INR 184,000 (Exclusive of the CTC; covers air fare and accommodation up to 30 days for employee)

500 RSU paid to top 10% of the performers of the total hiring for the group]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,3,Member Technical Staff  Server Technology,Online/Offline test (Max 30 mins),PLACEMENT
"Title Data Engineer, ETL Platform - Data & Services Creative product opportunities, modern business questions, and intricate datasets present uniquely challenging problems for organizations. At Mastercard data and services, we empower those organizations to make multi-million dollar data-driven decisions. Our next generation platform blends industry-leading analytics, advanced software architecture, and the latest web technologies. As a member of our Technology team, you will play a vital role within a rapidly growing firm, working closely with experienced and driven engineers to solve these problems. ETL Platforms is part of MasterCard Data & Services group and one of the most rapidly growing organization in the space. Platform Teams provides cloud-based analytic software tools that enable large, consumer-focused businesses to seize the Big Data analytics opportunity by triangulating between business strategy, algorithmic math, and large databases to improve decisions. 100 of the largest corporations in the world uses these products. Test & Learn for Sites, Test & Learn for Customers, Test & Learn for Ads, and other similar products employ patented algorithms and workflow to design and interpret business experiments that evaluate, target, and refine proposed business programs The ETL Platform team is a core component to consulting services, managing the data acquisition, integration and transformation of client provided data within the Test & Learn platform for global engagements. This position is based out of our office in Pune, India, but will be working closely with our teams across the globe
Join a fast growing team
The Data Engineer will participate on data management aspects of client engagements to deliver Test & Learn solutions, as well as contribute to and foster a high performance collaborative workplace. A Data Engineer will:  Independently executes projects through design, implementation, automation, and maintenance of large scale enterprise ETL processes for a global client base  Act as an expert data resource within the team  Deliver on-time, accurate, high-value, robust data solutions across multiple clients, solutions and industry sectors  Build trust-based working relationships with peers and clients across local and global teams  Implement best practices and collaborate in the design of effective streamlined processes for a complex global solutions group
 Leverage industry best practices including proper use of source control, participation in code reviews, data validation and testing  Comply and uphold all MasterCard internal policies and external regulations
Ideal Candidate Qualifications
What we're excited about:
 B.Tech/M.Tech. in any discipline
 Excellent English quantitative, technical, and communication (oral/written) skills
 Able to work in a fast-paced, deadline-driven environment as part of a team and as an individual contributor
 Demonstrate skills through innovative and critical thinking as well as quality control
 Flexible to work with global offices across several time zones
 Knowledge of any scripting language (VB Script, Perl, Python), a plus
 Knowledge of RDBMS technologies, Microsoft SQL Server, the SSIS Stack and .Net, a plus",6.0,257,NO,"10th and 12th -                  75% and above ; 

Highest Degree                6.0 CGPA and above","1200000 INR  [13,48,400]",AE_AG_AR_BT_CH_CY_CE_GG_HS_IM_ME_MT_MI_NA_PH,6,"Data Engineer, ETL Platform - Data & Services",Online/Offline test (Max 30 mins),PLACEMENT
"What would be your responsibilities?
● Configure the Sprinklr product for various brands and industries following high standards of delivery and quality
● Constant learning and collaborating with the team to develop best practices on product configuration
● Work as a team to understand product adoption by various brands and establish standard practices to improve adoption
● Use product usage data to understand customer pain points and recommend possible solutions to the product team
● Work closely with the Product Management team to improve product adoption
​What are the must - have skills?​  
● Bachelors in engineering or related field with a minimum aggregate of 60%
● Ability to work in a highly challenging start up environment by maintaining high standards of
accuracy in terms of quality & quantity
● Strong ownership and accountability 
      
● Excellent communication and presentation skills with high fluency in English
● Good Time management skills
● Strong ownership and accountability
● Ability to analyse data quickly to reach relevant insights
● Be a lifelong learner, eager to contribute to a collegial group and enhance the knowledge of those around you
● Understand client needs and map them to concrete solutions
What are the good - to - have skills?
● Adequate awareness/knowledge of MS Excel and similar tools
● Proven work experience in the related field would be an added advantage
What are your career growth prospects?
● Any self-motivated, skilled professional can scale up the ladder in 2-3 years by showcasing his skills and value towards the organization in a consistent manner, thereby also depending upon the requirement for the specific position",0.0,188,No,,"1200000 INR  [Fixed: 12LPA
Additional Yearly Performance Bonus
Stock Options
10L Accidental Insurance Policy
5L Medical Insurance Policy
Relocation travel and temp accommodation
All in house meals]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,4,Product Analyst,Online/Offline test (Max 30 mins),PLACEMENT
"At Tiger Analytics we are working on some cutting-edge data analytics problems across various domains. We are currently focused on advance analytics in areas such as retail, social media, online advertising, technology, e-commerce, transportation etc. If you like to   Understand business problems of various industries  Design analytical frameworks to address them  Apply leading edge statistical modeling techniques and machine learning techniques  Work with state-of-the-art technologies  Work with complex data / big data  Be part of a growing team that is excited about the work we do  we would love to talk to you. The position offers a unique opportunity to be part of a small, fast-paced, challenging, and entrepreneurial environment, with a high degree of individual responsibility. Significant opportunities for professional development exist, as we continue to grow. Desired Skills and Experience:  Programming experience which should include hands-on programming in Java/C/C++  Knowledge of one of statistical/general-purpose scripting languages software such as R, SAS, Python, SPSS etc is mandatory.  Excellent written and verbal communication skills",0.0,214,NO,,"1000000 INR  [Joining Bonus-100000, Basic - 327273, Flexi Benefits -110600, HRA- 163636, Special allowance- 177400, Performance Incentive- 81818, Employer PF contribution- 39273]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,1,Trainee,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"* Develop and apply machine learning techniques to look for patterns in large data sets and construct portfolios.

* Explore a wide range of financial data sets that are used to develop signals for systematic quantitative strategies.

* Investigate and implement recent academic research to develop medium-frequency alphas that predict price dynamics.",0.0,239,NO,NA,"2300000 INR  [2300000 (Fixed per annum) + 140000 (Relocation Bonus*) + Performance Bonus
*Relocation Bonus- As per company policy]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,2,Quantitative Researcher,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
Sent as an Attachment,0.0,455,NO,,1800000 INR  [15.5 LPA + INR 2.5 lakh scholarship & Bursary Payment + Discretionary Annual Bonus + Relocation Benefits as per policy],AE_AG_BT_CH_CE_CS_EE_EC_IM_ME_MT_MI_NA,1,Graduate Analyst,Online/Offline test (Max 30 mins),PLACEMENT
"Analyst  Analytics (Interns)


Position Summary 

Primary responsibility is to deliver analytics based solutions. 

Duties and Responsibilities: 

 Develop analytics solutions to support business analytics such as marketing analytics, customer segmentation, acquisition, business operations, retention and forecasting. 
 Develop statistical testing programs to measure and improve on-going performance. 
 Apply appropriate techniques, such as exploratory data analysis, regression analysis, bootstrapping, decision trees, cluster analysis, choice modeling, survival analysis etc.

Requirements: 

 Masters degree in Statistics or Quantitative Science 
 Should have done forecasting/modeling, data analysis, used regression/optimization models and techniques. Experience in machine learning, AI modeling is an advantage.
 Should have exposure to one or more of R, SAS, Python, SQL 
 Strong ability to process and extract strategic insights from large data sets 
 Exposure to computer programming in some form.
 Good communication skills 
 Open to extensive travel (upto 2 months at a stretch) 
 Advanced Excel and PowerPoint skills",0.0,169,No,,"1518500 INR  [Fixed : 11.5L to 12.75L
Variable Pay - 0 to 19%
Joining bonus - 1,50,000
Relocation bonus - 50,000 - if applicable 
CTC ranges - 15.18L to 16.67L]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,2,Analyst,Resume,PLACEMENT
"The person would be a part of the Analytics group in the field of Data Science, Data Engineering & Business Analytics  placement could be in either retail or in corporate / SME banking analytics areas.

The role will involve  diligent understanding of data, systems, and processes to be able to come up with data based decisioning solutions for these business groups. The incumbent also needs to be able to work across the matrixed organization structure to oversee the recommendations through implementations.

The candidate is required to: 
	Work closely with the program team to create analytical strategies.
	Perform exploratory analytics to pin point pockets of opportunities within the assigned LOB.
	To create insights & drive actionables through statistical tools & techniques",0.0,180,No,,"13,69,556 INR  [Fixed Cash+Retiral 10,95,600 | Location Pay 1,15,038 | Benefits 88,918 | Performance Bonus 70,000]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,2,Manager,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
"Job Description:

Candidate will be assisted to build various Unsecured / Secured products using technology solutions/Digital platforms to meet the overall business goals. Focus will be to use technology and digital platforms to:

1. Launch digital products and services for retail assets
2. Provide a par excellence customer experience through digital channels
3. End to End Program/Project Management with specific focus on on-time and quality delivery.
4. Prepare business requirement document with regard to Retail Assets Business, 
5. Design the solutions, work with technology, partners and fintechs to develop the solution, work with various stakeholders to ensure the solutions meets all their requirements. 
6. Liaise with various internal and external stakeholders - business, ops, risk, tech teams to ensure project is delivered within time & scope.
7. Exposure to Product development using the agile framework.

Key Responsibilities:

- To ensure technology provides the necessary platform to meet the business goals of Retail Assets
- Design various digital channels to enable lower cost of acquisition and servicing of customers.
- Coordinating with business, operations and other stakeholders to gathering requirements, Understand Requirement, Feasibility Check - to understand business requirements
- Prepare Business requirements and Requirement Sign-off
- Work with various technology teams and vendors to design solutions to meet the end to end business requirements
- Create Functional solution documents, and ensure they meet requirements of all stakeholders
- Recommend process/product changes based on solutions that will add better value to business
- Track projects and ensure timely deliveries
- Oversee the test planning, test case preparation, testing and ensure UAT completion
- Oversee resolution of any critical issues and provide support when require to ensure BAU is not impacted",0.0,180,No,,"1299556 INR  [Fixed Cash + Retiral 10,95,600 | Location Pay 1,15,038 | Benefits 88,918]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,4,Digital Lending: Business Analyst/Solution Analyst,Resume,PLACEMENT
"Purpose
	To collect, analyze, and interpret large volumes of data, to improve a company's operations. 
	To develop statistical models that analyze data and detect patterns, trends, and relationships in data sets. 
	To predict consumer behaviour or to identify business and operational risks. 
	Presenting data insights to decision makers in a way that is understandable and applicable to problem-solving.
Functional Scope
	To extract valuable information for use in strategic decision making, product development, trend analysis, and forecasting.
	To deal with identification, representation, and extraction of meaningful information from data sources to be used for business purposes.
	Provide functional and user interface design specifications to the development team
	Work with business and Solution Architects to identify suitable options and review these to identify the most suitable
		Gather, document and maintain the necessary information to enable the project team (business and IT staff) to undertake the project and deliver successfully.
		Document proposed changes to the requirements and solution to enable impact analysis and revised business case, specifications, budgets, timescales and plans to be prepared and authorised.    
		Develop the processes necessary to efficiently operate the proposed solution including user guides, manuals, training materials and implementation and data conversion aids.

Accountabilities
	Identify valuable data sources and automate collection processes
	Undertake preprocessing of structured and unstructured data
	Analyze large amounts of information to discover trends and patterns
	Build predictive models and machine-learning algorithms
	Combine models through ensemble modeling
	Present information using data visualization techniques
	Propose solutions and strategies to business challenges
	Collaborate with engineering and product development teams
	To support development and testing teams from a domain perspective to understand the business and requirements.
	 To prepare /review the requirement documents such as BRD, FSD and SRS for review and follow-up for adoption 
	 Provide overall business and systems analysis and design support.
	 Coordinate new development and enhancements in the products.
Risk  Management Responsibilities
	Identifying the data-analytics problems that offer the greatest opportunities to the organization
	Determining the correct data sets and variables
	Collecting large sets of structured and unstructured data from disparate sources
	Cleaning and validating the data to ensure accuracy, completeness, and uniformity
	Devising and applying models and algorithms to mine the stores of big data
	Analyzing the data to identify patterns and trends
	Interpreting the data to discover solutions and opportunities
	Communicating findings to stakeholders using visualization and other means

Key Interfaces
	CISO
	Head BTRG
	Lead, Service Management
	Network Management Vendor
	Technical Architect
	Vendor & Finance Management",0.0,180,No,,"1299556 INR  [Fixed Cash+Retiral 10,95,600 | Location Pay 1,15,038 | Benefits 88,918]",AE_AG_AR_BT_CH_CY_CE_CS_EE_EC_GG_HS_IM_MA_ME_MT_MI_NA_PH,3,Manager- Data Scientist,"Resume,Online/Offline test (Max 30 mins)",PLACEMENT
